sentence_id	transmit	animals1	animals2	article_link	pmc_id	doi	pdf_sha	pubmed_id	msft_id	transmit_first_index	transmit_last_index	animals1_first_index	animals1_last_index	animals2_first_index	animals2_last_index	sentence_text
6873453	the donor	transferred	the acceptor molecules	https://api.semanticscholar.org/10.1016/j.mam.2005.12.001		10.1016/j.mam.2005.12.001		16481036		17	18	15	15	20	22	If both probes are bound to the specific target sequences , the fluorescence energy is transferred from the donor to the acceptor molecules ( FRET ) , and the excited fluorophore emits a fluorescent signal , which is detected and measured at the end of each annealing step .
6873453	the donor	transferred	FRET	https://api.semanticscholar.org/10.1016/j.mam.2005.12.001		10.1016/j.mam.2005.12.001		16481036		17	18	15	15	24	24	If both probes are bound to the specific target sequences , the fluorescence energy is transferred from the donor to the acceptor molecules ( FRET ) , and the excited fluorophore emits a fluorescent signal , which is detected and measured at the end of each annealing step .
6874102	person	transmissible	person	https://api.semanticscholar.org/10.1016/j.medcle.2019.03.013		10.1016/j.medcle.2019.03.013				54	54	52	52	56	56	41 Lassa fever is caused by an arenavirus ( not an arbovirus ) which is transmitted when the patient comes into contact with the urine , blood , saliva or stool of a rodent ( Mastomys natalensis ) through faecal-oral or inhaled route , as well as being a virus that is transmissible from person to person .
6874609	the gels	transfer	the membrane	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1563466/pdf/	PMC1563466	10.1186/1465-9921-7-108		16904002		14	15	12	12	17	18	The nitrocellulose membranes were stained with Ponceau S to confirm the protein transfer from the gels to the membrane .
6878587	the periphery	travels	the central nervous system	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5484650/pdf/	PMC5484650	10.4110/in.2017.17.3.192		28680381		27	28	25	25	30	33	JEV replicates in monocytes/macrophages and dendritic cells ( DCs ) as primary target cells ( 9 ) , and in these cells , the virus travels from the periphery to the central nervous system ( CNS ) , where it causes neurological disorders ( 10 ) .
6878587	the periphery	travels	CNS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5484650/pdf/	PMC5484650	10.4110/in.2017.17.3.192		28680381		27	28	25	25	35	35	JEV replicates in monocytes/macrophages and dendritic cells ( DCs ) as primary target cells ( 9 ) , and in these cells , the virus travels from the periphery to the central nervous system ( CNS ) , where it causes neurological disorders ( 10 ) .
6881024	EGFP	transfer	RFP	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4212244/pdf/	PMC4212244	10.1038/srep06812		25351403		6	6	4	4	8	8	The fluorescence energy could transfer from EGFP to RFP when the distance between them was less than 10 nm .
6883238	the aniline	transfer	the amide nitrogen	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5943967/pdf/	PMC5943967	10.3390/molecules23010008		29267237		6	7	4	4	9	11	Finally , a proton transfer from the aniline to the amide nitrogen takes place , thus leading to the final product .
6892794	lipid	transfer	protein	https://api.semanticscholar.org/10.1016/b978-0-12-203460-2.50009-3		10.1016/b978-0-12-203460-2.50009-3				23	23	18	18	25	25	A note of caution is appropriate in interpreting these results and some of those discussed below because the transfer of nonglucosylated oligosaccharide from lipid to protein has been detected in mammalian cells ( Romero and Herscovics , 1986 ) .
6898433	person	transmitted	person	https://api.semanticscholar.org/10.1016/b978-0-12-801238-3.95729-5		10.1016/b978-0-12-801238-3.95729-5				12	12	10	10	14	14	In the Pacific Islands outbreaks , the virus was probably transmitted from person to person by Aedes mosquitoes .
6902256	the precursor ACD	spreads	the intraembryonic primitive streak	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3704145/pdf/	PMC3704145	10.1016/j.gep.2013.04.003		23639725		14	16	19	19	21	24	Careful spatiotemporal histological analysis at closely-spaced intervals and fate mapping demonstrated that , from the precursor ACD , STELLA spreads to the intraembryonic primitive streak ( IPS ) ; both the ACD and IPS make overlapping and distinct STELLApositive contributions to the fetal-umbilical connection ( Mikedis and Downs , 2012 ) , including the allantois , ventral hindgut , posterior mesoderm , and ventral ectodermal ridge ( VER ) .
6902256	the precursor ACD	spreads	IPS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3704145/pdf/	PMC3704145	10.1016/j.gep.2013.04.003		23639725		14	16	19	19	26	26	Careful spatiotemporal histological analysis at closely-spaced intervals and fate mapping demonstrated that , from the precursor ACD , STELLA spreads to the intraembryonic primitive streak ( IPS ) ; both the ACD and IPS make overlapping and distinct STELLApositive contributions to the fetal-umbilical connection ( Mikedis and Downs , 2012 ) , including the allantois , ventral hindgut , posterior mesoderm , and ventral ectodermal ridge ( VER ) .
6913218	passenger	spread	passenger	https://api.semanticscholar.org/10.1016/j.watres.2009.02.002		10.1016/j.watres.2009.02.002		19246070		14	14	12	12	16	16	A respiratory agent transmitted from person-to-person by droplets and aerosols , SARS-CoV spread from passenger to passenger on an airplane ( Olsen et al. , 2003 ) and from patients to healthcare workers and visitors in hospitals ( Seto et al. , 2003 ; Varia et al. , 2003 ; Chen et al. , 2004 ) .
6918455	person	transmitted	person	https://api.semanticscholar.org/10.1016/b978-0-12-800723-5.00005-x		10.1016/b978-0-12-800723-5.00005-x				5	5	3	3	7	7	HAdVs can be transmitted from person to person by direct contact , or via fecal-oral , respiratory , or environmental routes .
6920514	every dilution/well	transferred	three wells	https://api.semanticscholar.org/10.1016/j.jviromet.2014.02.001		10.1016/j.jviromet.2014.02.001		24552952		1	2	11	11	13	14	From every dilution/well in the 96-well plate , 20 l was transferred to three wells each of the 384-well plate ( triplicate assay ) .
6920514	every dilution/well	transferred	each of the 384-well plate	https://api.semanticscholar.org/10.1016/j.jviromet.2014.02.001		10.1016/j.jviromet.2014.02.001		24552952		1	2	11	11	15	19	From every dilution/well in the 96-well plate , 20 l was transferred to three wells each of the 384-well plate ( triplicate assay ) .
6923461	person	transmissible	person	https://api.semanticscholar.org/10.1016/j.amj.2019.06.006		10.1016/j.amj.2019.06.006		31578975		28	28	26	26	30	30	Diseases considered highly hazardous were identified based on the following definition by the European Network for Highly Infectious Diseases : " an infection that is easily transmissible from person to person ; life-threatening ; presents a serious hazard in the health-care setting and the community ; and requires specific control measures ( e.g. , high-level isolation ) .
6923807	bats	spreads	human	https://api.semanticscholar.org/10.1016/b978-0-12-800838-6.00021-7		10.1016/b978-0-12-800838-6.00021-7				7	7	5	5	9	9	It is speculated the virus spreads from bats to human via dromedary camel ( Fig. 21.11 ) .
6927025	person	spreads	person	https://api.semanticscholar.org/10.1016/b0-12-370879-6/00310-0		10.1016/b0-12-370879-6/00310-0				4	4	2	2	6	6	The organism spreads from person to person , and commonly colonizes the oropharynx before it leads to pneumonia .
6927043	months	spread	years	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094134/pdf/	PMC7094134	10.1016/j.jtbi.2016.01.027		26829313		88	88	80	80	90	90	Occurring unexpectedly , outbreaks such as the aforementioned SARS outbreak ( Lee et al. , 2002 ; Pearson et al. , 2003 ) , the Middle East respiratory syndrome outbreak in 2012 ( Balkhair et al. , 2013 ) , Ebola outbreak in 2014 ( WHO Ebola Response Team , 2014 ) , or an influenza pandemic , which has happened as recently as 2009 ( Girard et al. , 2010 ) , can be difficult to predict and can spread locally or globally and last anywhere from months to years .
6927606	upstream ESCRT subcomplexes	passed	downstream subcomplexes	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6539296/pdf/	PMC6539296	10.3390/ijms20092336		31083507		14	16	12	12	18	19	Cargo proteins that have specific signals ( e.g. , ubiquitylation ) are passed from upstream ESCRT subcomplexes to downstream subcomplexes , which results in the concentration of cargo proteins in a specific area on the endosomal membrane ; these process also stimulate the budding of ILVs toward MVB luminal sites [ 41 ] .
6929408	birds	transmit	swine	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832366/pdf/	PMC6832366	10.3390/v11100897		31561462		46	46	44	44	48	48	These avian CoVs were monophyletically related to CoVs from Sparrow ( SPaCoV HKU19 ) and swine ( PorCoV HKU15 ) , which were also found to be δ-CoV. This information supports the hypothesis that δ-CoV can cross inter-species barriers , with the potential to transmit from birds to swine [ 8 ] .
6933339	a pico-litre liposome	transferred	the other side of a planar lipid bilayer	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3449240/pdf/	PMC3449240	10.1002/pro.2113				25	27	23	23	29	36	We have also shown that the two transmembrane β-barrels of (α7)2 can insert in two bilayers simultaneously , and small molecules can be transferred from a pico-litre liposome to the other side of a planar lipid bilayer .
6934472	the ER	transferring	Golgi	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2945620/pdf/	PMC2945620	10.1111/j.1462-5822.2010.01482.x		20497182		35	36	32	32	38	38	Rab1b and p115 also interact with each other , and this interaction is important for recruitment of a specific set of SNARE proteins that determine proper docking and fusion of COPII-coated vesicles transferring material from the ER to Golgi ( Allan et al. , 2000 ) .
6937463	owners	transferred	livestock	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3674448/pdf/	PMC3674448	10.1038/embor.2013.61		23681441		38	38	36	36	40	40	This paper shows clearly how the main causative agent of bovine tuberculosis Mycobacterium bovis , was transmitted from cattle to humans and how M. tuberculosis , which is the causative agent of human tuberculosis , was transferred from owners to livestock .
6940643	NHP	transmit	human	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6849485/pdf/	PMC6849485	10.3389/fpubh.2019.00305		31828053		20	20	17	17	22	22	Other blood sucking insects such as flies , ticks , fleas , sandflies , lice could also transmit pathogens from NHP to human ; tsetse flies might transfer trypanosomiasis and lice can transfer Bertiella mucronata tapeworm ( 144 ) .
6941107	SAM	transfer	synthetic RNA molecules	https://api.semanticscholar.org/10.1016/j.cell.2019.08.014		10.1016/j.cell.2019.08.014		31495574		10	10	1	1	13	15	The transfer of tritiated methyl groups from S-adenosyl methionine ( SAM ) to synthetic RNA molecules derived from the 5 0 end of RSV mRNA was measured using a filter-binding assay .
6941115	S-adenosyl methionine ( SAM ) molecules	Transfer	a set of synthetic RNAs of varying length	https://api.semanticscholar.org/10.1016/j.cell.2019.08.014		10.1016/j.cell.2019.08.014		31495574		9	14	3	3	16	23	( D ) Transfer of tritiated methyl groups from S-adenosyl methionine ( SAM ) molecules to a set of synthetic RNAs of varying length ( 5- , 9- , and 15-mers ) that mimic the 5 0 end of RSV mRNA was measured using a filter-binding assay .
6943048	person	transmitted	person	https://api.semanticscholar.org/10.1016/j.jegh.2011.06.004		10.1016/j.jegh.2011.06.004		23856374		9	9	7	7	11	11	It is well established that influenza is transmitted from person to person through close contact with an infected , symptomatic individual .
6943887	one or more epidemiologically connected populations	transmitted	the defi ned target species	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2874344/pdf/	PMC2874344	10.3201/eid1601.081467		20031035		15	20	36	36	38	42	From an epidemiologic point of view , " A reservoir should be defi ned as one or more epidemiologically connected populations or environments in which a pathogen can be permanently maintained and from which infection is transmitted to the defi ned target species " ( 8) .
6943887	one or more epidemiologically connected populations	transmitted	8)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2874344/pdf/	PMC2874344	10.3201/eid1601.081467		20031035		15	20	36	36	45	45	From an epidemiologic point of view , " A reservoir should be defi ned as one or more epidemiologically connected populations or environments in which a pathogen can be permanently maintained and from which infection is transmitted to the defi ned target species " ( 8) .
6944768	the central depot	traveled	node j ∈ T ∪	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7079968/pdf/	PMC7079968	10.1007/s00291-018-0541-3				12	14	10	10	16	20	By using this set of constraints , the total distance traveled from the central depot to node j ∈ T ∪ { 0 } minus the distance traveled from central depot to node i ∈ T , when traveling ( i , j ) by vehicle k , is equal to the distance from node i to node j. Constraints (10)-(15 ) are valid inequalities .
6944768	the central depot	traveled	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7079968/pdf/	PMC7079968	10.1007/s00291-018-0541-3				12	14	10	10	22	22	By using this set of constraints , the total distance traveled from the central depot to node j ∈ T ∪ { 0 } minus the distance traveled from central depot to node i ∈ T , when traveling ( i , j ) by vehicle k , is equal to the distance from node i to node j. Constraints (10)-(15 ) are valid inequalities .
6944768	the central depot	traveled	the distance	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7079968/pdf/	PMC7079968	10.1007/s00291-018-0541-3				12	14	10	10	25	26	By using this set of constraints , the total distance traveled from the central depot to node j ∈ T ∪ { 0 } minus the distance traveled from central depot to node i ∈ T , when traveling ( i , j ) by vehicle k , is equal to the distance from node i to node j. Constraints (10)-(15 ) are valid inequalities .
6944768	central depot	traveled	node i ∈ T	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7079968/pdf/	PMC7079968	10.1007/s00291-018-0541-3				29	30	27	27	32	35	By using this set of constraints , the total distance traveled from the central depot to node j ∈ T ∪ { 0 } minus the distance traveled from central depot to node i ∈ T , when traveling ( i , j ) by vehicle k , is equal to the distance from node i to node j. Constraints (10)-(15 ) are valid inequalities .
6946275	one practitioner	transferred	another	https://api.semanticscholar.org/10.1016/j.jacme.2013.06.001		10.1016/j.jacme.2013.06.001				18	19	16	16	21	21	Of these , the most interest has been on handovers , i.e. , when care is transferred from one practitioner to another .
6946933	person	transmitted	person	https://api.semanticscholar.org/10.1016/b978-1-4377-2702-9.00102-1		10.1016/b978-1-4377-2702-9.00102-1				6	6	3	3	8	8	51 Infections are transmitted primarily from person to person by the fecal-oral route .
6947076	person	transfer	person	https://api.semanticscholar.org/10.1016/b978-1-4377-2702-9.00102-1		10.1016/b978-1-4377-2702-9.00102-1				23	23	17	17	25	25	152 Precautions for prevention of HBV , HCV , and HIV infection should be directed toward preventing transfer of blood or secretions from person to person .
6951393	PHEV seropositive dams	transferred	offspring	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6402421/pdf/	PMC6402421	10.3389/fvets.2019.00053		30873421		12	14	10	10	17	17	Protection from the disease may be provided by lactogenic immunity transferred from PHEV seropositive dams to their offspring in enzootically infected herds .
6953121	vertebrate animals –	transmitted	humans	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5462650/pdf/	PMC5462650	10.1016/j.onehlt.2016.03.001		28616478		5	7	3	3	12	12	BACKGROUND : Micro-organisms transmitted from vertebrate animals – including livestock – to humans account for an estimated 60 % of human pathogens .
6955069	bacteria	transfer	a primitive unicellular eukaryote	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4488726/pdf/	PMC4488726	10.3390/v7062759		26075508		13	13	11	11	15	18	Vertebrate IFITMs are hypothesized to have derived from a horizontal gene transfer from bacteria to a primitive unicellular eukaryote .
6955140	bacteria	transfer	a single-celled ancestor of metazoans	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4488726/pdf/	PMC4488726	10.3390/v7062759		26075508		25	25	23	23	27	31	One study also identified more than 40 IFITM-related genes encoded by bacteria , and proposed that eukaryotic IFITMs derived from a horizontal gene transfer from bacteria to a single-celled ancestor of metazoans [ 19 ] .
6956461	hospitals	transferred	these facilities	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094478/pdf/	PMC7094478	10.1378/chest.07-2691		18460505		39	39	37	37	41	42	As with the deployable facilities , a significant amount of treatment space would be required to justify the effort to provide care outside of traditional hospitals , as additional medical equipment and staff would need to be transferred from hospitals to these facilities .
6957682	human	spread	human	https://api.semanticscholar.org/10.1016/b978-0-323-03454-8.50022-x		10.1016/b978-0-323-03454-8.50022-x				5	5	3	3	7	7	Infl uenza is spread from human to human primarily via respiratory secretions .
6957690	person	transfer	person	https://api.semanticscholar.org/10.1016/b978-0-323-03454-8.50022-x		10.1016/b978-0-323-03454-8.50022-x				11	11	5	5	13	13	Direct transmission occurs with direct transfer of the infectious agent from person to person .
6958952	hospital A	transferred	hospital B	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3322918/pdf/	PMC3322918	10.3201/eid1002.030707		15030695		16	17	14	14	19	20	Of these , 23 were admitted directly to hospital B , and 10 were transferred from hospital A to hospital B on March 28 .
6962964	cell	spreading	cell	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6920372/pdf/	PMC6920372	10.1038/s41467-019-13659-4		31852899		29	29	27	27	31	31	In order to directly show that virus production ( on request of reviewer 2 we are avoiding the word " propagation " , because this refers to spreading from cell to cell which we do not show directly ) is affected we determined the reduction of plaque forming units/ml in parallel to virus RNA copies per ml .
6967388	this observation ward	transferred	ICU	https://api.semanticscholar.org/10.1016/j.jtcvs.2004.03.002		10.1016/j.jtcvs.2004.03.002		15173706		14	16	9	9	12	12	Exactly 24 hours later , I had to be transferred to our ICU from this observation ward because my condition worsened .
6973741	person	transmitted	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2861057/pdf/	PMC2861057	10.1186/1471-2458-10-174		20353568		17	17	15	15	19	19	When that virus infects people , a new and unknown form of influenza that is transmitted from person to person develops .
6975023	person	transmitted	person	https://api.semanticscholar.org/10.1016/b978-012498264-2/50012-8		10.1016/b978-012498264-2/50012-8				11	11	9	9	13	13	The disease kuru occurred in New Guinea and was transmitted from person to person by cannibalism .
6984828	nasopharynx	spread	lung	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7091779/pdf/	PMC7091779	10.1038/ncomms6104		25277263		12	12	8	8	14	14	However , it was sufficient to stop the spread of RSV from nasopharynx to lung in all mice tested , reaching the goal of a successful RSV therapy , to prevent lower-respiratory tract infection .
6994275	non-native commercial	spillover	native wild populations	https://api.semanticscholar.org/10.1016/j.biocon.2012.10.021		10.1016/j.biocon.2012.10.021				71	72	69	69	74	76	In parallel with establishment , empirical data now supports other negative impacts associated with the introduction of non-native bumblebees such as modification of native plant community structures ( Kenta et al. , 2007 ) , displacement of native bumble bee species ( Inoue et al. , 2008 ) , hybridization between closely related taxa ( Kanbe et al. , 2008 ; Kraus et al. , 2011 ) and pathogen spillover from non-native commercial to native wild populations ( Goka et al. , 2006 ) .
6995168	a heavily infected reservoir population	transmitted	a sympatric wild population	https://api.semanticscholar.org/10.1016/j.biocon.2012.10.021		10.1016/j.biocon.2012.10.021				10	14	8	8	16	19	Pathogen spillover typically occurs when infectious agents are transmitted from a heavily infected reservoir population to a sympatric wild population , and is the major driver of emerging infectious diseases in vertebrates ( Daszak et al. , 2000 ) .
6996577	Guangdong Province	spread	Hong Kong	https://api.semanticscholar.org/10.1016/b978-0-08-102295-5.10438-x		10.1016/b978-0-08-102295-5.10438-x				4	5	11	11	14	15	From its source , Guangdong Province in South China , SARS spread initially to Hong Kong , from where it diffused worldwide .
6997160	place of usual residence	travel	place of work	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6542035/pdf/	PMC6542035	10.1186/s12889-019-6968-x		31142311		14	17	11	11	20	22	These data describe the method(s ) that employed individuals used to travel from their place of usual residence to their place of work on the day of the census ( Tuesday 9th August ) .
7000122	host	passed	the extent	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6203404/pdf/	PMC6203404	10.1371/journal.pgen.1007718		30325921		22	22	20	20	13	14	For example , the number of particles which found a new infection determine the extent to which genetic diversity is passed from host to host .
7009585	these cases	spread	primary contacts	https://api.semanticscholar.org/10.1016/j.cll.2004.05.008		10.1016/j.cll.2004.05.008		15325056		6	7	1	1	9	10	Subsequent spread of the SARS-coronavirus from these cases to primary contacts within the health care system was in part due to the lack of recognition and immediate application of infection control procedures , including personal protective gear that would have prevented respiratory droplet transmission of the virus [ 161 ] .
7012654	China	spread	other nations	https://api.semanticscholar.org/10.1016/j.annals.2004.04.008		10.1016/j.annals.2004.04.008				29	29	19	19	34	35	More recently , in 2003 , health emerged as a major factor when there was considerable alarm over the spread of SARS ( Severe Acute Respiratory Syndrome ) from China via Hong Kong to other nations .
7014962	contaminated	transfer	clean surfaces	https://api.semanticscholar.org/10.1016/j.jhin.2003.12.033		10.1016/j.jhin.2003.12.033		15110126		4	4	2	2	6	7	14 Virus transfer from contaminated to clean surfaces can be interrupted through the use of microbicides .
7023290	UDP-GlcNAc	transfer	phosphatidylinositol	https://api.semanticscholar.org/10.1016/b978-0-12-589630-6.50009-5		10.1016/b978-0-12-589630-6.50009-5				10	10	5	5	12	12	The sequence begins with the transfer of a GlcNAc from UDP-GlcNAc to phosphatidylinositol to form GlcNAc-PI , which then undergoes deacetylation to form GlcN-PI ( 99 ) .
7023303	UDP-GlcNAc	transfers	dolichyl-P	https://api.semanticscholar.org/10.1016/b978-0-12-589630-6.50009-5		10.1016/b978-0-12-589630-6.50009-5				35	35	32	32	37	37	The site of action of tunicamycin was initially demonstrated with a microsomal enzyme preparation from calf liver , and the antibiotic was shown to be a potent inhibitor of the enzyme that transfers GlcNAc-1-P from UDP-GlcNAc to dolichyl-P ( 32 , 105 ) .
7023691	the brain	travel	peripheral sites	https://api.semanticscholar.org/10.1016/s0140-6736(13)62707-5		10.1016/s0140-6736(13)62707-5		24828901		14	15	12	12	17	18	60 , 61 Ultrastructural studies suggested that the virus is able to travel from the brain to peripheral sites by budding on synaptic or adjacent plasma membranes of dendrites with budding also occurring , albeit less often , from the plasma membrane of the perikaryon .
7024391	the ER	transferred	the Golgi	https://api.semanticscholar.org/10.1016/b978-0-12-589630-6.50009-5		10.1016/b978-0-12-589630-6.50009-5				47	48	45	45	50	51	These data suggest the presence of a glucose receptor in the ER that " holds up " or binds glucose-containing glycoproteins , or the data may indicate that some proteins undergo a conformational change when glucose is removed , and the newly altered protein is transferred from the ER to the Golgi at a more rapid rate .
7025452	Wuhan	spread	worldwide 1	https://api.semanticscholar.org/10.1101/2020.03.01.20029397		10.1101/2020.03.01.20029397				6	6	4	4	8	9	The disease has rapidly spread from Wuhan to worldwide 1 .
7029377	the gel	transferred	a solid ( paperlike ) substrate	https://api.semanticscholar.org/10.1016/b978-0-12-803109-4.00004-0		10.1016/b978-0-12-803109-4.00004-0				16	17	14	14	19	24	The proteins in a mixture are separated by size in the gel and are transferred from the gel to a solid ( paperlike ) substrate often called a membrane .
7032966	surface	transfer	surface	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5291341/pdf/	PMC5291341	10.1177/1757177416663087				34	34	30	30	36	36	Assessment of efficacy measured biomass reduction by crystal violet staining , biofilm recovery after 24 hours and beyond indicated by a pH indicator colour change in the growth medium and transfer of bacteria from surface to surface immediately and then 24 hours following intervention .
7033356	Figure 39 - 3	spread	cell to cell	https://api.semanticscholar.org/10.1016/b978-1-4377-0774-8.10039-9		10.1016/b978-1-4377-0774-8.10039-9				38	41	32	32	34	36	When moving bacteria reach the cell margin , they push out long protrusions with the bacteria at the tips that are then taken up by neighboring cells , allowing the infection to spread from cell to cell ( Figure 39 - 3 ) .
7033356	cell to cell	spread	Figure 39 - 3	https://api.semanticscholar.org/10.1016/b978-1-4377-0774-8.10039-9		10.1016/b978-1-4377-0774-8.10039-9				34	36	32	32	38	41	When moving bacteria reach the cell margin , they push out long protrusions with the bacteria at the tips that are then taken up by neighboring cells , allowing the infection to spread from cell to cell ( Figure 39 - 3 ) .
7033859	the ER	transferred	the cell surface	https://api.semanticscholar.org/10.1016/j.vaccine.2007.05.025		10.1016/j.vaccine.2007.05.025		17629360		15	16	13	13	18	20	After translation , the whole covalently linked MHC class I-peptide complex can be transferred from the ER to the cell surface for antigen presentation .
7034409	nicotinamide adenine dinucleotide	transfer	a guanyl nucleotide-binding regulatory protein	https://api.semanticscholar.org/10.1016/b978-1-4377-0774-8.10039-9		10.1016/b978-1-4377-0774-8.10039-9				32	34	27	27	36	40	The disulfide linkage between A 1 and A 2 is reduced to liberate an active A 1 peptide , which acts as a catalyst to facilitate the transfer of adenosine diphosphate-ribose from nicotinamide adenine dinucleotide to a guanyl nucleotide-binding regulatory protein ( G s ) .
7034409	nicotinamide adenine dinucleotide	transfer	G s	https://api.semanticscholar.org/10.1016/b978-1-4377-0774-8.10039-9		10.1016/b978-1-4377-0774-8.10039-9				32	34	27	27	42	43	The disulfide linkage between A 1 and A 2 is reduced to liberate an active A 1 peptide , which acts as a catalyst to facilitate the transfer of adenosine diphosphate-ribose from nicotinamide adenine dinucleotide to a guanyl nucleotide-binding regulatory protein ( G s ) .
7042511	the general practitioner	transfer	the referring hospital	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7029452/pdf/	PMC7029452	10.2807/1560-7917.es.2020.25.6.2000094		32070465	3006007867	56	58	54	54	60	62	All other identified contacts were evaluated at negligible risk of infection because the contacts were short and/or distant in public settings and did not imply face-to-face conversations or because appropriate personal protective equipment ( PPE ) was worn by the healthcare personnel who took care of the patient , including those involved in the transfer from the general practitioner to the referring hospital .
7042581	human	spread	human	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7029452/pdf/	PMC7029452	10.2807/1560-7917.es.2020.25.6.2000094		32070465	3006007867	14	14	12	12	16	16	Because of the current uncertainties about the capacity of SARS-CoV-2 to easily spread from human to human , the decision to consider a contact as close if the case-contact distance was between 1 m and 2 m was made on a case-by-case basis , depending on the type and length of interaction .
7044188	the primary necrotic loci	spreads	damage neighboring parenchyma	https://api.semanticscholar.org/10.1016/b978-070202823-6.50108-1		10.1016/b978-070202823-6.50108-1				10	13	19	19	21	23	It seems that the primary infection of the liver produces the primary necrotic loci , from which more virus spreads to damage neighboring parenchyma ; the virus clearly has a marked preference for hepatocytes over other tissues .
7047296	infected Vero cells	transferred	T cells	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6145876/pdf/	PMC6145876	10.1038/s41467-018-06056-w		30232333		11	13	9	9	15	16	The authors mention that large amounts of virus were transferred from infected Vero cells to T cells .
7057260	the A probe	transferred	the G probe	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7066650/pdf/	PMC7066650	10.1021/acsomega.0c00115		32175514		21	23	19	19	25	27	As shown in Fig. S2A , the reporter group ( biotin , shown as a blue circle ) is transferred from the A probe to the G probe through a thiol exchange reaction depicted in Fig. S2B 1 .
7058230	contaminated fingers	transfer	nasal	https://api.semanticscholar.org/10.1016/b978-1-4377-2702-9.00026-x		10.1016/b978-1-4377-2702-9.00026-x				24	25	20	20	27	27	47 , 48 Until new methods are developed , prevention of the common cold is limited to avoiding self-inoculation ( transfer of virus from contaminated fingers to nasal or conjunctival mucosa ) by removing virus through handwashing or by killing virus with application of a virucide to the hands .
7058230	contaminated fingers	transfer	conjunctival	https://api.semanticscholar.org/10.1016/b978-1-4377-2702-9.00026-x		10.1016/b978-1-4377-2702-9.00026-x				24	25	20	20	29	29	47 , 48 Until new methods are developed , prevention of the common cold is limited to avoiding self-inoculation ( transfer of virus from contaminated fingers to nasal or conjunctival mucosa ) by removing virus through handwashing or by killing virus with application of a virucide to the hands .
7065513	fi ngertips	transferred	raspberries	https://api.semanticscholar.org/10.1533/9780857098870.2.159		10.1533/9780857098870.2.159				36	37	34	34	39	39	It was shown that 1 % ( 0.2 - 10 % ) , 0.05 % ( 0.02 - 0.3 % ) and 9 % ( 4 - 15 % ) of infectious MNV-1 was transferred from fi ngertips to raspberries , strawberries and lettuce , respectively ( Verhaelen et al. , in preparation ) .
7065513	fi ngertips	transferred	strawberries	https://api.semanticscholar.org/10.1533/9780857098870.2.159		10.1533/9780857098870.2.159				36	37	34	34	41	41	It was shown that 1 % ( 0.2 - 10 % ) , 0.05 % ( 0.02 - 0.3 % ) and 9 % ( 4 - 15 % ) of infectious MNV-1 was transferred from fi ngertips to raspberries , strawberries and lettuce , respectively ( Verhaelen et al. , in preparation ) .
7065640	the OB	spread	other brain regions	https://api.semanticscholar.org/10.1016/j.celrep.2018.09.003		10.1016/j.celrep.2018.09.003		30282022		10	11	8	8	13	15	These data indicated a diminished restriction of virus spread from the OB to other brain regions upon microglia depletion .
